n,r,m
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '网箱养殖', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '红三', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '金鲳', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '短鳍鲳', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '短鳍鲳鲹', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '红沙', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: ';卵形鲳鲹', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '鲳鲹', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '红三黄腊鲳', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '白鲳', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: '卵型鲳鲹', label: '研究目标名称'})"
(:EntityType {label: '研究目标名称'}),[:具有],"(:Entity {name: ' ', label: '研究目标名称'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '海水鱼类膨化配合饲料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '膨化饲料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '杂鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小杂鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '浮性海水鱼苗料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '海水鱼浮水料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '浮性饲料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '软体动物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小型动物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '浮游生物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '甲壳类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '无脊椎动物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '底栖动物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '桡足类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '水蚤', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '多毛类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小型双壳类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '端足类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '双壳类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '蟹类幼体', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小虾', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '肉糜', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '蓝圆鲹', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '青鳞鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '金色小沙丁鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '牡蛎', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鳗鱼饵料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '卤虫无节幼体', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鱼糜', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '褶皱臂尾轮虫', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '轮虫', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '卤虫', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '黄豆粉', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鳗鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '枝角类', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鲜杂鱼', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '天邦牌饲料', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '昆虫', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '小型虾', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '其他具硬壳但无脊椎动物', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '桡足类幼体', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鱼、虾肉糜', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '鱼、虾片块', label: '饮食习性'})"
(:EntityType {label: '饮食习性'}),[:具有],"(:Entity {name: '轮虫及卤虫无节幼体', label: '饮食习性'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '头部扁平', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '形似卵状', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '身体扁平', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '尾部纤长', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '圆形鳞片', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '鳞片坚硬', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '臀鳍和第二背鳍一样长', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '鱼刺较少', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质鲜嫩', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '味道鲜美', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '营养价值高', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '消化较快', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '食量较大', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '腹部和鱼鳝呈金黄色', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质口感鲜甜', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '富含丰富的营养 成分', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '适应性比较强', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '病害较少', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '食量大', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '营养丰富', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长迅速', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '抗病力强', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '抗病力很强', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长速度快', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质细嫩', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '较强抗病能力', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '个头大', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉鲜嫩', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '食量很大', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '易消化', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '繁殖能力很强', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质细腻', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '滋味鲜美', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '23种脂肪酸', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '不饱和脂肪酸占脂肪酸总量的64%', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '23种主要脂肪酸', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '不同组织器官内的总脂质含量约为10%～50%', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肝脏组织中的总脂质含量最高', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '白色肌肉中含量最低', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '脾脏和白色肌肉中高不饱和脂肪酸的比例较高', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肝脏中的饱和脂肪酸和MUFA含量较高', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: 'PUFA含量较低', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '体型较大', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉细嫩', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '味鲜美', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '消化快', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长速度很快', label: '生物学特征'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '热带海洋', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水性中上层', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水性', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '温带中、上层', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '温水', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '温热带', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '广盐性', label: '栖息环境'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖水性', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '我国沿海地区', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '热带及亚热带海域', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广东', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广西', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '福建', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '广东惠东南部', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '防城港防城区江山镇白龙珍珠湾', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '珍珠湾', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '东南亚', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '东海', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '南海', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '地中海', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '热带和亚热带海域', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '印度洋', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '湛江', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '太平洋', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '浙江', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '大西洋的暖海中上层区域', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '大西洋的热带、亚热带和温带', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南省', label: '分布区域'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '海水养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '人工饲养', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '人工养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '声乐养殖方式', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '土池养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '声乐引育繁推', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '声乐养殖法', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '声波技术', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '声乐养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱饲养', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '研究目标名称'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '卷积式生产模式', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '工业化卷积生产模式', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '卷积式生产模式养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深水网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深海网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '深海智慧网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '智慧网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '高位池养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:饮食],"(:Entity {name: '小鱼', label: '饮食习性'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:饮食],"(:Entity {name: '海水鱼类膨化配合饲料', label: '饮食习性'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:饮食],"(:Entity {name: '杂鱼', label: '饮食习性'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '肠炎', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '神经坏死病毒', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '小瓜虫病', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '车轮虫病', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '疖疮', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '白点病', label: '常见疾病'})"
"(:Entity {name: '金鲳鱼', label: '研究目标名称'})",[:易患],"(:Entity {name: '疖疮病', label: '常见疾病'})"
"(:Entity {name: '我国沿海地区', label: '分布区域'})",[:影响],"(:Entity {name: '海水养殖', label: '养殖方式'})"
"(:Entity {name: '鲳鱼的', label: '研究目标名称'})",[:具有],"(:Entity {name: '观扁平，', label: '生物学特征'})"
"(:Entity {name: '鲳鱼的', label: '研究目标名称'})",[:具有],"(:Entity {name: '形普通，', label: '生物学特征'})"
"(:Entity {name: '鲳鱼的', label: '研究目标名称'})",[:具有],"(:Entity {name: '质优良。', label: '生物学特征'})"
"(:Entity {name: '声乐养殖方式', label: '养殖方式'})",[:导致],"(:Entity {name: '增加金鲳鱼鱼群的产量', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '成活率低下', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '生长发育缓慢', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '减缓进食速度', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '游动的速度也明显下降', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肛门红肿', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '不摄食', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '独游', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '鱼体发黑', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲减退', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠壁局部充血', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠腔内没有食物', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠内有大量淡黄色黏液', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠壁弹性较差', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '黄色黏液从肛门流出', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠内黏膜脱落，出血', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '病鱼离群独游', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '完全不摄食', label: '生物学特征'})"
"(:Entity {name: '肠炎', label: '常见疾病'})",[:导致],"(:Entity {name: '肠壁局部充血，发炎', label: '生物学特征'})"
"(:Entity {name: '声乐养殖', label: '养殖方式'})",[:导致],"(:Entity {name: '肉质更加紧实', label: '生物学特征'})"
"(:Entity {name: '声乐养殖', label: '养殖方式'})",[:导致],"(:Entity {name: '味道更加美味', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '味道鲜美', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '营养价值高', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质鲜美', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长速度快', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '肉质细嫩', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '脊柱及尾部骨骼开始分化', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '无肉中刺', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '纤维细致', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '腹腔', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '脾脏', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '头部', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '体高而侧扁', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '侧扁', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '高大于长', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '吻钝', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '前端几呈截形', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '眼小', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '口小', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '身体和胸部鳞片多埋于皮下', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '胸鳍较宽', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '短于头长', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '尾鳍叉形', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '背部蓝青色', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '腹部银色', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '体侧无黑色点', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '奇鳍边缘浅黑色', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '尾柄短细', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '头小', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '鳍条', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '养殖周期短', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '且对环境具有较强的适应能力', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '无肌间刺', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '性成熟较晚', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '研究目标名称'})",[:具有],"(:Entity {name: '其肉无刺', label: '生物学特征'})"
